,original_idx,db_id,query,question,HAVING,ORDER BY,GROUP BY,JOIN,SELECT,WHERE,query_token_num,question_token_num
68,3068,loan_1,SELECT T2.bname FROM loan AS T1 JOIN bank AS T2 ON T1.branch_id  =  T2.branch_id JOIN customer AS T3 ON T1.cust_id  =  T3.cust_id WHERE T3.credit_score  <  100 GROUP BY T2.bname ORDER BY sum(T1.amount) DESC LIMIT 1,Find the name of bank branch that provided the greatest total amount of loans to customers with credit score is less than 100.,0,1,1,2,1,1,35,23
69,3126,assets_maintenance,"SELECT T1.asset_id ,  T1.asset_details FROM Assets AS T1 JOIN Asset_Parts AS T2 ON T1.asset_id  =  T2.asset_id GROUP BY T1.asset_id HAVING count(*)  =  2 INTERSECT SELECT T1.asset_id ,  T1.asset_details FROM Assets AS T1 JOIN Fault_Log AS T2 ON T1.asset_id  =  T2.asset_id GROUP BY T1.asset_id HAVING count(*)  <  2",Which assets have 2 parts and have less than 2 fault logs? List the asset id and detail.,2,0,2,2,2,0,45,18
70,3129,assets_maintenance,"SELECT T1.company_id ,  T1.company_name FROM Third_Party_Companies AS T1 JOIN Maintenance_Engineers AS T2 ON T1.company_id  =  T2.company_id GROUP BY T1.company_id HAVING count(*)  >=  2 UNION SELECT T3.company_id ,  T3.company_name FROM Third_Party_Companies AS T3 JOIN Maintenance_Contracts AS T4 ON T3.company_id  =  T4.maintenance_contract_company_id GROUP BY T3.company_id HAVING count(*)  >=  2",Which third party companies have at least 2 maintenance engineers or have at least 2 maintenance contracts? List the company id and name.,2,0,2,2,2,0,45,23
71,3143,assets_maintenance,"SELECT T1.part_id ,  T1.part_name FROM Parts AS T1 JOIN Part_Faults AS T2 ON T1.part_id  =  T2.part_id JOIN Skills_Required_To_Fix AS T3 ON T2.part_fault_id  =  T3.part_fault_id GROUP BY T1.part_id ORDER BY count(*) DESC LIMIT 1",Which part fault requires the most number of skills to fix? List part id and name.,0,1,1,2,1,0,32,16
72,3203,college_1,"SELECT count(*) ,  class_room FROM CLASS GROUP BY class_room HAVING count(*)  >=  2",Find the number of classes offered for all class rooms that held at least 2 classes.,1,0,1,0,1,0,12,16
73,3210,college_1,"SELECT count(*) ,  T1.school_code FROM department AS T1 JOIN professor AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.school_code",How many different professors are there for the different schools?,0,0,1,1,1,0,18,10
74,3223,college_1,"SELECT T2.dept_name ,  avg(T1.stu_gpa) 
FROM student AS T1 JOIN department AS T2 ON T1.dept_code  =  T2.dept_code 
GROUP BY T2.dept_name  
ORDER BY avg(T1.stu_gpa) 
DESC LIMIT 1",What is the name and the average gpa of department whose students have the highest average gpa?,0,1,1,1,1,0,24,17
75,3239,college_1,"SELECT T3.dept_name 
FROM course AS T1 
JOIN CLASS AS T2 ON T1.crs_code  =  T2.crs_code 
JOIN department AS T3 ON T1.dept_code  =  T3.dept_code 
GROUP BY T3.dept_name  
ORDER BY sum(T1.crs_credit) DESC LIMIT 1",Find the name of the department that offers the largest number of credits of all classes.,0,1,1,2,1,0,31,16
76,3251,college_1,SELECT count(*) FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN department AS T4 ON T3.dept_code  =  T4.dept_code WHERE T4.dept_name  =  'Accounting',How many students are enrolled in the class taught by some professor from the accounting department?,0,0,0,3,1,1,34,16
77,3253,college_1,"SELECT T4.dept_name 
FROM CLASS AS T1 
JOIN enroll AS T2 ON T1.class_code  =  T2.class_code 
JOIN course AS T3 ON T1.crs_code  =  T3.crs_code 
JOIN department AS T4 ON T3.dept_code  =  T4.dept_code 
GROUP BY T4.dept_name 
ORDER BY count(*) DESC LIMIT 1",What is the name of the department that has the largest number of students enrolled?,0,1,1,3,1,0,39,15
78,3293,college_1,SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code JOIN department AS T5 ON T5.dept_code  =  T4.dept_code WHERE T5.dept_name  =  'Accounting' INTERSECT SELECT T1.stu_fname FROM student AS T1 JOIN enroll AS T2 ON T1.stu_num  =  T2.stu_num JOIN CLASS AS T3 ON T2.class_code  =  T3.class_code JOIN course AS T4 ON T3.crs_code  =  T4.crs_code JOIN department AS T5 ON T5.dept_code  =  T4.dept_code WHERE T5.dept_name  =  'Computer Info. Systems',Find the first name of student who is taking classes from accounting and Computer Info. Systems departments,0,0,0,8,2,2,87,17
79,3315,college_1,"SELECT T2.emp_fname ,  T4.prof_office ,  T3.crs_description ,  T5.dept_name FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN course AS T3 ON T1.crs_code  =  T3.crs_code JOIN professor AS T4 ON T2.emp_num  =  T4.emp_num JOIN department AS T5 ON T4.dept_code  =  T5.dept_code",Find the first names and offices of all instructors who have taught some course and the course description and the department name.,0,0,0,4,1,0,41,22
80,3322,college_1,"SELECT T2.emp_fname ,  T1.class_room FROM CLASS AS T1 JOIN employee AS T2 ON T1.prof_num  =  T2.emp_num JOIN professor AS T3 ON T2.emp_num  =  T3.emp_num JOIN department AS T4 ON T4.dept_code  =  T3.dept_code WHERE T4.dept_name  =  'Accounting'",What are the first names of all Accounting professors who teach and what are the classrooms of the courses they teach?,0,0,0,3,1,1,35,21
81,3400,manufacturer,"SELECT t1.manufacturer_id ,  t1.num_of_shops FROM manufacturer AS t1 JOIN furniture_manufacte AS t2 ON t1.manufacturer_id  =  t2.manufacturer_id ORDER BY t2.Price_in_Dollar DESC LIMIT 1",Find the id and number of shops for the company that produces the most expensive furniture.,0,1,0,1,1,0,21,16
82,3404,manufacturer,SELECT t3.name FROM furniture AS t1 JOIN furniture_manufacte AS t2 ON t1.Furniture_ID  =  t2.Furniture_ID JOIN manufacturer AS t3 ON t2.manufacturer_id  =  t3.manufacturer_id WHERE t1.num_of_component  <  6 INTERSECT SELECT t3.name FROM furniture AS t1 JOIN furniture_manufacte AS t2 ON t1.Furniture_ID  =  t2.Furniture_ID JOIN manufacturer AS t3 ON t2.manufacturer_id  =  t3.manufacturer_id WHERE t1.num_of_component  >  10,Find the name of the company that produces both furnitures with less than 6 components and furnitures with more than 10 components.,0,0,0,4,2,2,53,22
83,3419,hr_1,"SELECT first_name ,  last_name ,  hire_date ,  salary ,  department_id FROM employees WHERE first_name NOT LIKE '%M%' ORDER BY department_id","display the full name (first and last), hire date, salary, and department number for those employees whose first name does not containing the letter M and make the result set in ascending order by department number.",0,1,0,0,1,1,16,36
84,3451,hr_1,"SELECT DISTINCT department_id FROM employees GROUP BY department_id ,  manager_id HAVING COUNT(employee_id)  >= 4",Find the ids of the departments where any manager is managing 4 or more employees.,1,0,1,0,1,0,13,15
85,3495,hr_1,SELECT * FROM employees WHERE salary BETWEEN (SELECT MIN(salary) FROM employees) AND 2500,display all the information of the employees whose salary if within the range of smallest salary and 2500.,0,0,0,0,2,1,13,18
86,3505,hr_1,"SELECT employee_id ,  first_name ,  last_name ,  salary FROM employees WHERE salary  >  ( SELECT AVG (salary) FROM employees ) AND department_id IN ( SELECT department_id FROM employees WHERE first_name LIKE '%J%')","display the employee number, name( first name and last name ), and salary for all employees who earn more than the average salary and who work in a department with any employee with a 'J' in their first name.",0,0,0,0,3,2,29,39
87,3620,music_1,"SELECT T1.artist_name 
FROM artist AS T1 
JOIN song AS T2 ON T1.artist_name  =  T2.artist_name 
WHERE T2.languages  =  'bangla' 
GROUP BY T1.artist_name ORDER BY count(*) DESC LIMIT 3",What are the top 3 artists with the largest number of songs in the language Bangla?,0,1,1,1,1,1,27,16
88,3724,mountain_photos,SELECT T3.brand FROM mountain AS T1 JOIN photos AS T2 ON T1.id  =  T2.mountain_id JOIN camera_lens AS T3 ON T2.camera_lens_id  =  T3.id WHERE T1.range  =  'Toubkal Atlas' INTERSECT SELECT T3.brand FROM mountain AS T1 JOIN photos AS T2 ON T1.id  =  T2.mountain_id JOIN camera_lens AS T3 ON T2.camera_lens_id  =  T3.id WHERE T1.range  =  'Lasta Massif',List the brands of lenses that took both a picture of mountains with range 'Toubkal Atlas' and a picture of mountains with range 'Lasta Massif',0,0,0,4,2,2,55,25
89,3747,program_share,SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Morning' INTERSECT SELECT t1.name FROM channel AS t1 JOIN broadcast AS t2 ON t1.channel_id  =  t2.channel_id WHERE t2.time_of_day  =  'Night',Which channels broadcast both in the morning and at night? Give me the channel names.,0,0,0,2,2,2,37,15
90,3754,program_share,SELECT t1.owner FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id  =  t2.program_id WHERE t2.Time_of_day  =  'Morning' INTERSECT SELECT t1.owner FROM program AS t1 JOIN broadcast AS t2 ON t1.program_id  =  t2.program_id WHERE t2.Time_of_day  =  'Night',find the program owners that have some programs in both morning and night time.,0,0,0,2,2,2,37,14
91,3817,e_learning,"SELECT T1.subject_id ,  T2.subject_name ,  COUNT(*) 
FROM ""Courses"" AS T1 JOIN ""Subjects"" AS T2 ON T1.subject_id  =  T2.subject_id 
GROUP BY T1.subject_id, T2.subject_name  
ORDER BY COUNT(*) ASC","List the subject ID, name of subject and the number of courses available for each subject in ascending order of the course counts.",0,1,1,1,1,0,24,23
92,3850,insurance_policies,"SELECT T1.Date_Claim_Made ,  T1.Claim_id FROM Claims AS T1 JOIN Settlements AS T2 ON T1.Claim_id  =  T2.Claim_id GROUP BY T1.Claim_id HAVING count(*)  >  2 UNION SELECT T1.Date_Claim_Made ,  T1.Claim_id FROM Claims AS T1 JOIN Settlements AS T2 ON T1.Claim_id  =  T2.Claim_id WHERE T1.Amount_Claimed  =  ( SELECT max(Amount_Claimed) FROM Claims )",Which claims caused more than 2 settlements or have the maximum claim value? List the date the claim was made and the claim id.,1,0,1,2,3,1,47,24
93,3853,insurance_policies,"SELECT T1.customer_details ,  T1.customer_id FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.Customer_id  =  T2.customer_id GROUP BY T1.customer_id HAVING count(*)  >=  2 EXCEPT SELECT T1.customer_details ,  T1.customer_id FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.Customer_id  =  T2.customer_id JOIN Claims AS T3 ON T2.policy_id  =  T3.policy_id",Give me the the customer details and id for the customers who had two or more policies but did not file any claims.,1,0,1,3,2,0,46,23
94,3856,insurance_policies,"SELECT Amount_Settled ,  Amount_Claimed FROM Claims ORDER BY Amount_Claimed DESC LIMIT 1","Among all the claims, what is the settlement amount of the claim with the largest claim amount? List both the settlement amount and claim amount.",0,1,0,0,1,0,11,25
95,3861,insurance_policies,"SELECT Date_Claim_Made ,  Date_Claim_Settled FROM Claims WHERE Amount_Claimed  >  ( SELECT avg(Amount_Claimed) FROM Claims )","Give me the claim date, settlement date for all the claims whose claimed amount is larger than the average.",0,0,0,0,2,1,14,19
96,4077,student_1,"SELECT DISTINCT T1.firstname ,  T1.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.grade  =  1 EXCEPT SELECT T1.firstname ,  T1.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  'OTHA' AND T2.lastname  =  'MOYER'",What are the first and last names of the first-grade students who are NOT taught by teacher OTHA MOYER?,0,0,0,2,2,2,44,19
97,4108,company_employee,"SELECT T2.""Name""
FROM employment AS T1 
JOIN people AS T2 ON T1.""People_ID"" =  T2.""People_ID"" 
JOIN company AS T3 ON T1.""Company_ID""  =  T3.""Company_ID""
WHERE T3.""Sales_in_Billion""  >  200",Show the names of employees that work for companies with sales bigger than 200.,0,0,0,2,1,1,26,14
98,4296,club_1,"SELECT t3.fname ,  t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  'Hopkins Student Enterprises' AND t2.position  =  'CTO'","Who is the ""CTO"" of club ""Hopkins Student Enterprises""? Show the first name and last name.",0,0,0,2,1,1,33,16
99,4440,network_2,"SELECT T1.name ,  T1.age FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Dan' INTERSECT SELECT T1.name ,   T1.age FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend  =  'Alice'",Find the name and age of the person who is a friend of both Dan and Alice.,0,0,0,2,2,2,39,17
100,4475,network_2,"SELECT T1.name ,  T1.age ,  T1.job FROM Person AS T1 JOIN PersonFriend AS T2 ON T1.name  =  T2.name WHERE T2.friend =  'Alice' AND T2.year  =  (SELECT max(YEAR) FROM PersonFriend WHERE friend =  'Alice')","What are the names, ages, and jobs of all people who are friends with Alice for the longest amount of time?",0,0,0,1,2,2,31,21
101,4482,network_2,SELECT DISTINCT T4.name FROM PersonFriend AS T1 JOIN Person AS T2 ON T1.name  =  T2.name JOIN PersonFriend AS T3 ON T1.friend  =  T3.name JOIN PersonFriend AS T4 ON T3.friend  =  T4.name WHERE T2.name  =  'Alice' AND T4.name != 'Alice',Find Alice's friends of friends.,0,0,0,3,1,1,39,5
102,4514,document_management,"(SELECT document_name FROM documents 
GROUP BY document_type_code, document_name 
ORDER BY count(*) DESC LIMIT 3) 
INTERSECT 
(SELECT document_name FROM documents 
GROUP BY document_structure_code, document_name 
ORDER BY count(*) DESC LIMIT 3)",What are the names of documents that have both one of the three most common types and one of three most common structures?,0,2,2,0,2,0,29,23
103,4525,document_management,SELECT document_name FROM documents EXCEPT SELECT t1.document_name FROM documents AS t1 JOIN document_sections AS t2 ON t1.document_code  =  t2.document_code JOIN document_sections_images AS t3 ON t2.section_id  =  t3.section_id,Find names of the document without any images.,0,0,0,2,2,0,27,8
104,4596,solvency_ii,SELECT T1.Product_Name FROM Products AS T1 JOIN Products_in_Events AS T2 ON T1.Product_ID  =  T2.Product_ID GROUP BY T1.Product_Name HAVING COUNT(*)  >=  2 ORDER BY T1.Product_Name,Show the names of products that are in at least two events in ascending alphabetical order of product name.,1,1,1,1,1,0,24,19
105,4630,customers_campaigns_ecommerce,"SELECT T2.customer_name ,  T2.payment_method FROM mailshot_customers AS T1 JOIN customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T1.outcome_code  =  'Order' INTERSECT SELECT T2.customer_name ,  T2.payment_method FROM mailshot_customers AS T1 JOIN customers AS T2 ON T1.customer_id  =  T2.customer_id WHERE T1.outcome_code  =  'No Response'",What are the name and payment method of customers who have both mailshots in 'Order' outcome and mailshots in 'No Response' outcome.,0,0,0,2,2,2,40,22
106,4735,department_store,"SELECT T1.customer_name ,  T1.customer_address FROM customers AS T1 JOIN customer_orders AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.order_status_code  =  'New' INTERSECT SELECT T1.customer_name ,  T1.customer_address FROM customers AS T1 JOIN customer_orders AS T2 ON T1.customer_id  =  T2.customer_id WHERE T2.order_status_code  =  'Pending'",Find the name and address of the customers who have both New and Pending orders.,0,0,0,2,2,2,39,15
107,4768,department_store,"SELECT product_id
FROM Order_Items
GROUP BY product_id
HAVING COUNT(*) > 3
UNION
SELECT product_id
FROM Product_Suppliers
GROUP BY product_id
HAVING SUM(CAST(total_amount_purchased AS numeric)) > 80000;",What are the ids of all products that were either ordered more than 3 times or have a cumulative amount purchased of above 80000?,2,0,2,0,2,0,25,24
108,4778,department_store,SELECT DISTINCT T1.customer_name FROM customers AS T1 JOIN customer_orders AS T2 ON T1.customer_id  =  T2.customer_id JOIN order_items AS T3 ON T2.order_id  =  T3.order_id JOIN products AS T4 ON T3.product_id  =  T4.product_id WHERE T4.product_name  =  'keyboard',What are the distinct names of customers who have purchased a keyboard?,0,0,0,3,1,1,35,12
109,4789,department_store,"SELECT T1.staff_name ,  T1.staff_gender FROM staff AS T1 JOIN Staff_Department_Assignments AS T2 ON T1.staff_id  =  T2.staff_id WHERE T2.job_title_code  =  'Sales Person' EXCEPT SELECT T1.staff_name ,  T1.staff_gender FROM staff AS T1 JOIN Staff_Department_Assignments AS T2 ON T1.staff_id  =  T2.staff_id WHERE T2.job_title_code  =  'Clerical Staff'",Find the name and gender of the staff who has been assigned the job of Sales Person but never Clerical Staff.,0,0,0,2,2,2,41,21
110,4815,aircraft,"SELECT T1.""Aircraft"" FROM aircraft AS T1 JOIN airport_aircraft AS T2 ON T1.""Aircraft_ID""  =  T2.""Aircraft_ID"" JOIN airport AS T3 ON T2.""Airport_ID""  =  T3.""Airport_ID"" WHERE T3.""Airport_Name""  =  'London Gatwick'","Please show the names of aircrafts associated with airport with name ""London Gatwick"".",0,0,0,2,1,1,27,13
111,4837,aircraft,"SELECT t1.""Name"" ,  t1.""Age"" 
FROM pilot AS t1 
JOIN MATCH AS t2 ON t1.""Pilot_Id""  =  t2.""Winning_Pilot"" 
WHERE t1.""Age""  <  30 
GROUP BY t1.""Name"" ,  t1.""Age"" 
ORDER BY count(*) DESC LIMIT 1",find the name and age of the pilot who has won the most number of times among the pilots who are younger than 30.,0,1,1,1,1,1,29,24
112,4845,local_govt_and_lot,"SELECT T1.resident_id ,  T1.other_details ,  count(*) 
FROM Residents AS T1 
JOIN Residents_Services AS T2 ON T1.resident_id  =  T2.resident_id 
GROUP BY T1.resident_id, T1.other_details  
ORDER BY count(*) DESC","How many services has each resident requested? List the resident id, details, and the count in descending order of the count.",0,1,1,1,1,0,24,21
113,4920,store_product,"SELECT t3.""Headquartered_City"" 
FROM store AS t1 
JOIN store_district AS t2 ON t1.""Store_ID"" =  t2.""Store_ID"" 
JOIN district AS t3 ON t2.""District_ID""  =  t3.""District_ID"" 
WHERE t1.""Store_Name""  =  'Blackville'","Which city is the headquarter of the store named ""Blackville"" in?",0,0,0,2,1,1,26,11
114,4922,store_product,"SELECT t3.""Headquartered_City"" ,  count(*) 
FROM store AS t1 
JOIN store_district AS t2 ON t1.""Store_ID""  =  t2.""Store_ID""
JOIN district AS t3 ON t2.""District_ID""  =  t3.""District_ID""
GROUP BY t3.""Headquartered_City""",Find the number of stores in each city.,0,0,1,2,1,0,26,8
115,4923,store_product,"SELECT t3.""Headquartered_City"" ,  count(*) 
FROM store AS t1 
JOIN store_district AS t2 ON t1.""Store_ID""  =  t2.""Store_ID""
JOIN district AS t3 ON t2.""District_ID""  =  t3.""District_ID"" 
GROUP BY t3.""Headquartered_City""",How many stores are headquarted in each city?,0,0,1,2,1,0,26,8
116,4924,store_product,"SELECT t3.""Headquartered_City""
FROM store AS t1 
JOIN store_district AS t2 ON t1.""Store_ID""  =  t2.""Store_ID""
JOIN district AS t3 ON t2.""District_ID""  =  t3.""District_ID"" 
GROUP BY t3.""Headquartered_City""
ORDER BY count(*) DESC LIMIT 1",Find the city with the most number of stores.,0,1,1,2,1,0,31,9
117,4925,store_product,"SELECT t3.""Headquartered_City"" FROM ""store"" AS t1 JOIN ""store_district"" AS t2 ON t1.""Store_ID"" = t2.""Store_ID"" JOIN ""district"" AS t3 ON t2.""District_ID"" = t3.""District_ID"" GROUP BY t3.""Headquartered_City"" ORDER BY count(*) DESC LIMIT 1",What is the city with the most number of flagship stores?,0,1,1,2,1,0,31,11
118,4942,store_product,"SELECT t3.""District_name"" FROM ""store"" AS t1 JOIN ""store_district"" AS t2 ON t1.""Store_ID"" = t2.""Store_ID"" JOIN ""district"" AS t3 ON t2.""District_ID"" = t3.""District_ID"" WHERE t1.""Type"" = 'City Mall' INTERSECT SELECT t3.""District_name"" FROM store AS t1 JOIN ""store_district"" AS t2 ON t1.""Store_ID"" = t2.""Store_ID"" JOIN ""district"" AS t3 ON t2.""District_ID"" = t3.""District_ID"" WHERE t1.""Type"" = 'Village Store';",Find the names of districts where have both city mall and village store type stores.,0,0,0,4,2,2,55,15
119,4943,store_product,"SELECT t3.""District_name"" FROM ""store"" AS t1 JOIN ""store_district"" AS t2 ON t1.""Store_ID"" = t2.""Store_ID"" JOIN ""district"" AS t3 ON t2.""District_ID"" = t3.""District_ID"" WHERE t1.""Type"" = 'City Mall' INTERSECT SELECT t3.""District_name"" FROM store AS t1 JOIN ""store_district"" AS t2 ON t1.""Store_ID"" = t2.""Store_ID"" JOIN ""district"" AS t3 ON t2.""District_ID"" = t3.""District_ID"" WHERE t1.""Type"" = 'Village Store';",What are the names of the districts that have both mall and village store style shops?,0,0,0,4,2,2,55,16
120,5028,soccer_2,SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie' INTERSECT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid',Find the names of states that have some college students playing in goalie and mid positions.,0,0,0,2,2,2,37,16
121,5029,soccer_2,SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie' INTERSECT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid',What are the names of the states that have some college students playing in the positions of goalie and mid-field?,0,0,0,2,2,2,37,20
122,5034,soccer_2,SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie',Find the names of states that have some college students playing in the mid position but not in the goalie position.,0,0,0,2,2,2,37,21
123,5035,soccer_2,SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie',What are the names of all the states with college students playing in the mid position but no goalies?,0,0,0,2,2,2,37,19
124,5036,soccer_2,SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie') as T,How many states that have some college students playing in the mid position but not in the goalie position.,0,0,0,2,3,2,42,19
125,5037,soccer_2,SELECT COUNT(*) FROM (SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'mid' EXCEPT SELECT T1.state FROM college AS T1 JOIN tryout AS T2 ON T1.cName  =  T2.cName WHERE T2.pPos  =  'goalie') as T,What is the count of states with college students playing in the mid position but not as goalies?,0,0,0,2,3,2,42,18
126,5068,device,"SELECT T3.""Shop_Name"", T2.""Carrier"" 
FROM ""stock"" AS T1 JOIN ""device"" AS T2 ON T1.""Device_ID"" = T2.""Device_ID"" 
JOIN ""shop"" AS T3 ON T1.""Shop_ID"" = T3.""Shop_ID""",Show names of shops and the carriers of devices they have in stock.,0,0,0,2,1,0,23,13
127,5072,device,"SELECT T2.""Shop_Name"" FROM ""stock"" AS T1 JOIN ""shop"" AS T2 ON T1.""Shop_ID"" = T2.""Shop_ID"" GROUP BY T1.""Shop_ID"", T2.""Shop_Name"" ORDER BY COUNT(*) DESC LIMIT 1",Show the name of the shop that has the most kind of devices in stock.,0,1,1,1,1,0,24,15
128,5367,tracking_software_problems,"SELECT count(*) ,  T1.product_name FROM product AS T1 JOIN problems AS T2 ON T1.product_id = T2.product_id GROUP BY T1.product_name ORDER BY count(*) DESC LIMIT 1",Which product has the most problems? Give me the number of problems and the product name.,0,1,1,1,1,0,24,16
129,5386,tracking_software_problems,SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = 'Christop' AND T2.staff_last_name = 'Berge' INTERSECT SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.closure_authorised_by_staff_id = T2.staff_id WHERE T2.staff_first_name = 'Ashley' AND T2.staff_last_name = 'Medhurst',What are the product ids for the problems reported by Christop Berge with closure authorised by Ashley Medhurst?,0,0,0,2,2,2,45,18
130,5421,shop_membership,"SELECT T3.name ,  T2.name FROM membership_register_branch AS T1 JOIN branch AS T2 ON T1.branch_id  =  T2.branch_id JOIN member AS T3 ON T1.member_id  =  T3.member_id ORDER BY T1.register_year",What are the names of the members and branches at which they are registered sorted by year of registration?,0,1,0,2,1,0,26,19
